accession	description	base_count	scientific_name	tax_id	first_public	last_updated
AF136679	Drosophila americana americana D.am-.0Y alcohol dehydrogenase (Adh) gene, partial cds.	884	Drosophila americana americana	95109	1999-06-03	2005-04-15
AY541090	Drosophila innubila strain CH1_M3 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.	555	Drosophila innubila	198719	2004-12-13	2005-08-24
AY541091	Drosophila innubila strain CH1_M4 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.	555	Drosophila innubila	198719	2004-12-13	2005-08-24
AY541213	Drosophila falleni strain Roc_M3 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.	554	Drosophila falleni	7279	2005-03-01	2005-08-04
LC057204	Drosophila sp. 14028-0511.00 Adh gene for alcohol dehydrogenase, partial cds.	838	Drosophila sp. 14028-0511.00	1660392	2019-06-04	2019-06-04
AB669860	Drosophila bocki Adh gene for alcohol dehydrogenase, partial cds, strain: IR2-37.	831	Drosophila bocki	103765	2014-01-02	2014-01-02
AB703315	Drosophila affinis Adh gene for alcohol dehydrogenase, partial cds, clone: D.affinis.	405	Drosophila affinis	7246	2012-03-18	2012-03-18
AY340282	Drosophila americana pop-variant DN01.02X alcohol dehydrogenase (Adh) gene, partial cds.	881	Drosophila americana	40366	2003-08-13	2005-04-16
AY364498	Drosophila mojavensis strain MJS 93 alcohol dehydrogenase 1 (Adh1) gene, complete cds.	880	Drosophila mojavensis	7230	2004-01-30	2005-04-16
AY541098	Drosophila innubila strain CH3_M78 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.	555	Drosophila innubila	198719	2004-12-13	2005-08-24
AY541099	Drosophila innubila strain CH4_M1 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.	555	Drosophila innubila	198719	2004-12-13	2005-08-24
EF216310	Drosophila dianensis alcohol dehydrogenase (Adh) gene, exons 2, 3 and partial cds.	429	Drosophila dianensis	426742	2007-06-10	2010-09-07
AY874375	Drosophila subobscura strain line 36 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	1406	Drosophila subobscura	7241	2005-05-31	2005-05-31
AB669893	Drosophila truncata Adh gene for alcohol dehydrogenase, partial cds, strain: RGN10 D225.	830	Drosophila truncata	137078	2014-01-02	2014-01-02
AY364496	Drosophila mojavensis strain MJS 68 alcohol dehydrogenase 1 (Adh1) gene, complete cds.	880	Drosophila mojavensis	7230	2004-01-30	2005-04-16
AB669867	Drosophila lini Adh gene for alcohol dehydrogenase, partial cds, strain: BG3146.1.	844	Drosophila lini	74550	2014-01-02	2014-01-02
AB669884	Drosophila fengkainensis Adh gene for alcohol dehydrogenase, partial cds, strain: const-MTK.	841	Drosophila fengkainensis	1084936	2014-01-02	2014-01-02
AH011593	Drosophila eugracilis strain 4026-0451.0 alcohol dehydrogenase (Adh) gene, partial cds.	566	Drosophila eugracilis	29029	2016-04-08	2016-04-08
AY340281	Drosophila americana pop-variant DN01.01X alcohol dehydrogenase (Adh) gene, partial cds.	881	Drosophila americana	40366	2003-08-13	2005-04-16
AY364518	Drosophila mojavensis strain MJS 154 alcohol dehydrogenase-2 (Adh2) gene, complete cds.	879	Drosophila mojavensis	7230	2004-01-30	2005-04-16
AY541094	Drosophila innubila strain CH2_M4 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.	522	Drosophila innubila	198719	2004-12-13	2005-08-24
KJ767241	Drosophila simulans strain 14021-0251.167 alcohol dehydrogenase (Adh) gene, partial cds.	868	Drosophila simulans	7240	2014-09-04	2014-10-29
LC057199	Drosophila trilutea Adh gene for alcohol dehydrogenase, partial cds, strain: VT05-ST.	831	Drosophila trilutea	94114	2019-06-04	2019-06-04
X54813	D.ambigua gene for alcohol dehydrogenase (ADH) (EC 1.1.1.1)	4185	Drosophila ambigua	7216	1991-07-23	2006-11-14
U76482	Drosophila mulleri strain -1371.19 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.	902	Drosophila mulleri	7231	1997-03-06	2005-04-18
AY874363	Drosophila subobscura strain line 3a alcohol dehydrogenase (Adh-Twain) gene, partial cds.	1425	Drosophila subobscura	7241	2005-05-31	2005-05-31
AB669842	Drosophila greeni Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0712.00.	830	Drosophila greeni	114631	2014-01-02	2014-01-02
AY044122	Drosophila annulipes alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	722	Drosophila annulipes	157053	2002-08-06	2006-11-14
AY044126	Drosophila albomicans alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	725	Drosophila albomicans	7291	2002-08-06	2006-11-14
LC057198	Drosophila takahashii Adh gene for alcohol dehydrogenase, partial cds, strain: 14022-0311.06.	830	Drosophila takahashii	29030	2019-06-04	2019-06-04
M17831	D.melanogaster (strain Fl-2S) alcohol dehydrogenase gene (allele Adh-S), complete cds.	2726	Drosophila melanogaster	7227	1991-07-01	2006-11-14
M17834	D.melanogaster (strain Fr-F) alcohol dehydrogenase gene (allele Adh-F), complete cds.	2769	Drosophila melanogaster	7227	1991-07-01	2006-11-14
AY154850	Drosophila arizonae strain AR00 14 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	878	Drosophila arizonae	7263	2003-03-03	2005-04-16
AY154861	Drosophila arizonae strain ARTU 34 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	880	Drosophila arizonae	7263	2003-03-03	2005-04-16
AB669862	Drosophila diplacantha Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0586.00.	829	Drosophila diplacantha	61426	2014-01-02	2014-01-02
AY154847	Drosophila arizonae strain AR00 1 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	878	Drosophila arizonae	7263	2003-03-03	2005-04-16
AY154855	Drosophila arizonae strain AR00 6 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	880	Drosophila arizonae	7263	2003-03-03	2005-04-16
AY154857	Drosophila arizonae strain AR00 14 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	880	Drosophila arizonae	7263	2003-03-03	2005-04-16
AY154860	Drosophila arizonae strain ARTU 24 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	880	Drosophila arizonae	7263	2003-03-03	2005-04-16
M17837	D.melanogaster (strain Ja-F) alcohol dehydrogenase gene (allele Adh-F), complete cds.	7242	Drosophila melanogaster	7227	1991-07-01	2006-11-14
M60990	Drosophila pseudoobscura bogotana strain BOG 3389.1 alcohol dehydrogenase (adh) gene, complete cds.	3472	Drosophila pseudoobscura bogotana	46244	1992-04-30	2006-11-14
AY154869	Drosophila mojavensis strain MJBC 80 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	880	Drosophila mojavensis	7230	2003-03-03	2005-04-16
AB669885	Drosophila kanapiae Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0541.00.	838	Drosophila kanapiae	137072	2014-01-02	2014-01-02
AB932670	Drosophila quinaria Adh gene for alcohol dehydrogenase, partial cds, strain: E-17701-1.	851	Drosophila quinaria	95624	2014-10-26	2014-10-26
DQ471609	Drosophila cf. cheda BCW-2006 strain 241 alcohol dehydrogenase (Adh) gene, partial cds.	711	Drosophila cf. cheda BCW-2006	381457	2006-07-20	2006-07-20
AB932668	Drosophila polymorpha Adh gene for alcohol dehydrogenase, partial cds, strain: 15181-2231.00.	833	Drosophila polymorpha	133991	2014-10-26	2014-10-26
AF067282	Drosophila helvetica alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	437	Drosophila helvetica	77129	1998-07-02	2006-11-14
AF045115	Drosophila sturtevanti strain 14043-0871.2 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	405	Drosophila sturtevanti	30047	1998-06-02	2006-11-14
AY165517	Drosophila americana alcohol dehydrogenase (Adh) gene, exons 1, 2, and 3 and partial cds.	743	Drosophila americana	40366	2003-04-22	2006-11-14
AY154838	Drosophila mojavensis strain MJBC 202.2 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	880	Drosophila mojavensis	7230	2003-03-03	2005-04-16
AY154870	Drosophila mojavensis strain MJBC 95.1 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	879	Drosophila mojavensis	7230	2003-03-03	2005-04-16
AY154829	Drosophila mojavensis strain MJBC 35.1 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	880	Drosophila mojavensis	7230	2003-03-03	2005-04-16
AF045122	Drosophila lusaltans strain 14045-0891.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	405	Drosophila lusaltans	72470	1998-06-02	2006-11-14
AY754433	Drosophila affinis alcohol dehydrogenase-like protein (Adh-r) gene, exons 2, 3 and partial cds.	740	Drosophila affinis	7246	2005-04-04	2006-11-14
AF348882	Drosophila triauraria strain WWJ alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.	667	Drosophila triauraria	67534	2001-04-16	2006-11-14
AF348883	Drosophila quadraria strain NIG alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.	667	Drosophila quadraria	67532	2001-04-16	2006-11-14
CK131244	GH25181.3prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH25181 3 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 08/14/2002, mRNA sequence.	503	Drosophila melanogaster	7227	2003-12-03	2003-12-03
AB194414	Drosophila parabipectinata osp, siren1, siren2, Adh, Adhr genes for hypothetical proteins, alcohol dehydrogenase, hypothetical protein, partial and complete cds.	17499	Drosophila parabipectinata	186283	2005-05-07	2006-02-27
CV784997	zaa07e12.x2 D yakuba testes cDNA Drosophila yakuba cDNA 3' similar to SW:ADH_DROME P00334 ALCOHOL DEHYDROGENASE , mRNA sequence.	542	Drosophila yakuba	7245	2004-11-12	2004-11-12
CV850204	zaa68d07.x1 D yakuba testes cDNA Drosophila yakuba cDNA 3' similar to SW:ADH_DROME P00334 ALCOHOL DEHYDROGENASE , mRNA sequence.	193	Drosophila yakuba	7245	2004-11-19	2004-11-19
CV043184	dba16c04.y1 Drosophila simulans testis pSport1 library Drosophila simulans cDNA 5' similar to SW:ADH_DROSI P07163 ALCOHOL DEHYDROGENASE , mRNA sequence.	393	Drosophila simulans	7240	2004-08-24	2004-08-24
CV528161	dba57a04.y1 Drosophila simulans testis pSport1 library Drosophila simulans cDNA 5' similar to SW:ADHX_DROME P46415 ALCOHOL DEHYDROGENASE CLASS III , mRNA sequence.	384	Drosophila simulans	7240	2004-10-08	2004-10-08
AY695386	Drosophila cardini alcohol dehydrogenase (Adh) gene, exons 1 through 3 and partial cds Adh-Adhr intergenic spacer, complete sequence and ADHR (Adhr) gene, exon 1 and partial cds.	1133	Drosophila cardini	133981	2006-08-01	2006-11-14
BG632098	GH03334.3prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH03334 3 similar to CG4796: FBan0004796 'alcohol dehydrogenase, iron-dependent' located on: 3R 86D6-86D7 : 04/10/2001, mRNA sequence.	798	Drosophila melanogaster	7227	2001-04-28	2003-12-03
BF486174	AT20387.5prime AT Drosophila melanogaster adult testes pOTB7 Drosophila melanogaster cDNA clone AT20387 5 similar to CG5590: FBan0005590 'alcohol dehydrogenase, iron-dependent' located on: 3R 98A6-98A6 : 04/09/2001, mRNA sequence.	816	Drosophila melanogaster	7227	2000-12-07	2001-04-25
BI608471	RH13023.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH13023 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/16/2001, mRNA sequence.	530	Drosophila melanogaster	7227	2001-09-10	2001-09-10
M57300	Drosophila mettleri alcohol dehydrogenase gene, complete cds, and alcohol dehydrogenase pseudogene, complete.	4616	Drosophila mettleri	7228	1991-06-27	2006-11-14
AF006566	Drosophila persimilis alcohol dehydrogenase (Adh) and alcohol dehydrogenase (Adh-dup) genes, complete cds.	3486	Drosophila persimilis	7234	1997-09-11	2005-04-15
AY279328	Drosophila mimetica alcohol dehydrogenase (Adh) and alcohol dehydrogenase related (Adhr) genes, complete cds.	2698	Drosophila mimetica	30038	2004-03-31	2006-11-14
X04672	Drosophila sechellia gene for alcohol dehydrogenase	4582	Drosophila sechellia	7238	1987-06-07	2006-11-14
M63287	Drosophila heteroneura alcohol dehydrogenase gene, complete cds.	1634	Drosophila heteroneura	32382	1991-04-04	2006-11-14
U68472	Drosophila madeirensis alcohol dehydrogenase (Adh) processed pseudogene.	1403	Drosophila madeirensis	30013	1999-01-06	1999-09-17
X62222	D.pseudoobscura Adh gene for alcohol dehydrogenase	3479	Drosophila pseudoobscura	7237	1992-10-16	2006-11-14
X62236	D.pseudoobscura Adh gene for alcohol dehydrogenase	3479	Drosophila pseudoobscura	7237	1992-10-16	2006-11-14
X64471	D.pseudoobscura Adh gene for alcohol dehydrogenase	3493	Drosophila pseudoobscura	7237	1992-10-16	2006-11-14
X64478	D.pseudoobscura Adh gene for alcohol dehydrogenase	3506	Drosophila pseudoobscura	7237	1992-10-16	2006-11-14
JF735885	Drosophila tenebrosa alcohol dehydrogenase gene, partial cds.	531	Drosophila tenebrosa	614641	2011-10-24	2011-10-24
M60793	Drosophila nigra alcohol dehydrogenase gene, complete cds.	894	Drosophila nigra	7272	1992-06-06	2006-11-14
M63303	Drosophila differens alcohol dehydrogenase gene, complete cds.	1630	Drosophila differens	7219	1991-04-04	2006-11-14
M63390	Drosophila planitibia alcohol dehydrogenase gene, complete cds.	1616	Drosophila planitibia	7236	1991-04-04	2006-11-14
X62184	D.pseudoobscura Adh gene for alcohol dehydrogenase	3481	Drosophila pseudoobscura	7237	1992-10-16	2006-11-14
X62192	D.pseudoobscura Adh gene for alcohol dehydrogenase	3481	Drosophila pseudoobscura	7237	1992-10-16	2006-11-14
X62233	D.pseudoobscura Adh gene for alcohol dehydrogenase	3499	Drosophila pseudoobscura	7237	1992-10-16	2006-11-14
M19263	D.simulans alcohol dehydrogenase gene, complete cds.	4607	Drosophila simulans	7240	1988-10-04	2006-11-14
U68470	Drosophila guanche alcohol dehydrogenase (Adh) processed pseudogene.	1323	Drosophila guanche	7266	1999-01-06	1999-09-17
X62186	D.pseudoobscura Adh gene for alcohol dehydrogenase	3501	Drosophila pseudoobscura	7237	1992-10-16	2006-11-14
X62209	D.pseudoobscura Adh gene for alcohol dehydrogenase	3457	Drosophila pseudoobscura	7237	1992-10-16	2006-11-14
X64469	D.pseudoobscura Adh gene for alcohol dehydrogenase	3471	Drosophila pseudoobscura	7237	1992-10-16	2006-11-14
X62191	D.pseudoobscura Adh gene for alcohol dehydrogenase	3472	Drosophila pseudoobscura	7237	1992-10-16	2006-11-14
X62182	D.pseudoobscura Adh gene for alcohol dehydrogenase	3502	Drosophila pseudoobscura	7237	1992-10-16	2006-11-14
X62189	D.pseudoobscura Adh gene for alcohol dehydrogenase	3457	Drosophila pseudoobscura	7237	1992-10-16	2006-11-14
X62198	D.pseudoobscura Adh gene for alcohol dehydrogenase	3485	Drosophila pseudoobscura	7237	1992-10-16	2006-11-14
X62200	D.pseudoobscura Adh gene for alcohol dehydrogenase	3480	Drosophila pseudoobscura	7237	1992-10-16	2006-11-14
X62225	D.pseudoobscura Adh gene for alcohol dehydrogenase	3478	Drosophila pseudoobscura	7237	1992-10-16	2006-11-14
X62194	D.pseudoobscura Adh gene for alcohol dehydrogenase	3465	Drosophila pseudoobscura	7237	1992-10-16	2006-11-14
X62203	D.pseudoobscura Adh gene for alcohol dehydrogenase	3499	Drosophila pseudoobscura	7237	1992-10-16	2006-11-14
U07641	Drosophila melanogaster alcohol dehydrogenase mRNA, complete cds.	1140	Drosophila melanogaster	7227	1994-07-04	2005-04-17
X62215	D.pseudoobscura Adh gene for alcohol dehydrogenase	3499	Drosophila pseudoobscura	7237	1992-10-16	2006-11-14
AY238779	Drosophila miranda strain SP295 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	2042	Drosophila miranda	7229	2003-04-08	2005-04-16
AY238775	Drosophila miranda strain MA32 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	2042	Drosophila miranda	7229	2003-04-08	2005-04-16
AF264078	Drosophila paulistorum alcohol dehydrogenase (Adh) gene, partial cds.	405	Drosophila paulistorum	46793	2000-05-30	2005-04-15
DQ471662	Drosophila littoralis alcohol dehydrogenase (Adh) gene, partial cds.	711	Drosophila littoralis	47316	2006-07-20	2006-07-20
DQ471665	Drosophila montana alcohol dehydrogenase (Adh) gene, partial cds.	711	Drosophila montana	40370	2006-07-20	2006-07-20
HQ631468	Drosophila pseudoobscura alcohol dehydrogenase (adh) gene, partial cds.	290	Drosophila pseudoobscura	7237	2011-08-30	2012-01-02
U26838	Drosophila flavomontana alcohol dehydrogenase (Adh) gene, complete cds.	957	Drosophila flavomontana	40367	1995-06-30	2005-04-17
U94207	Drosophila tanythrix alcohol dehydrogenase (Adh) gene, partial cds.	204	Drosophila tanythrix	46827	1998-02-23	2005-04-18
X78402	D.melanogaster DNA alcohol dehydrogenase null activity allele	44	Drosophila melanogaster	7227	1994-05-31	2006-11-14
AF264079	Drosophila pavlovskiana alcohol dehydrogenase (Adh) gene, partial cds.	405	Drosophila pavlovskiana	46795	2000-05-30	2005-04-15
AF264080	Drosophila sucinea alcohol dehydrogenase (Adh) gene, partial cds.	405	Drosophila sucinea	46791	2000-05-30	2005-04-15
AY006419	Drosophila planitibia alcohol dehydrogenase (Adh) gene, partial cds.	510	Drosophila planitibia	7236	2001-09-04	2005-09-26
AY006421	Drosophila substenoptera alcohol dehydrogenase (Adh) gene, partial cds.	510	Drosophila substenoptera	46818	2001-09-04	2005-09-26
AY006425	Drosophila ingens alcohol dehydrogenase (Adh) gene, partial cds.	510	Drosophila ingens	48319	2001-09-04	2005-09-26
EU532120	Drosophila insularis alcohol dehydrogenase (Adh) gene, partial cds.	566	Drosophila insularis	46792	2010-01-21	2010-01-21
MG684381	Drosophila kepulauana alcohol dehydrogenase (Adh) gene, partial cds.	730	Drosophila kepulauana	88882	2018-02-04	2018-02-04
MG684383	Drosophila siamana alcohol dehydrogenase (Adh) gene, partial cds.	719	Drosophila siamana	157059	2018-02-04	2018-02-04
U48715	Drosophila hawaiiensis alcohol dehydrogenase (Adh) gene, complete cds.	3335	Drosophila hawaiiensis	46435	1996-04-10	2005-04-17
U94199	Drosophila lineosetae alcohol dehydrogenase (Adh) gene, partial cds.	222	Drosophila lineosetae	46802	1998-02-23	2005-04-18
AY006408	Drosophila hanaulae alcohol dehydrogenase (Adh) gene, partial cds.	510	Drosophila hanaulae	48321	2001-09-04	2005-09-26
AY750117	Drosophila longiserrata alcohol dehydrogenase (Adh) gene, partial cds.	911	Drosophila longiserrata	311474	2005-12-31	2006-07-20
AY750124	Drosophila micromelanica alcohol dehydrogenase (Adh) gene, partial cds.	911	Drosophila micromelanica	189258	2005-12-31	2006-07-20
AY750135	Drosophila medioconstricta alcohol dehydrogenase (Adh) gene, partial cds.	911	Drosophila medioconstricta	311480	2005-12-31	2006-07-20
DQ471629	Drosophila polychaeta alcohol dehydrogenase (Adh) gene, partial cds.	711	Drosophila polychaeta	30041	2006-07-20	2006-07-20
DQ471632	Drosophila daruma alcohol dehydrogenase (Adh) gene, partial cds.	711	Drosophila daruma	309936	2006-07-20	2006-07-20
DQ471633	Drosophila fluvialis alcohol dehydrogenase (Adh) gene, partial cds.	711	Drosophila fluvialis	381460	2006-07-20	2006-07-20
DQ471666	Drosophila nannoptera alcohol dehydrogenase (Adh) gene, partial cds.	711	Drosophila nannoptera	103845	2006-07-20	2006-07-20
HQ631476	Drosophila leontia alcohol dehydrogenase (adh) gene, partial cds.	290	Drosophila leontia	109356	2011-08-30	2012-01-02
X98338	D.melanogaster mRNA for alcohol dehydrogenase related protein	2071	Drosophila melanogaster	7227	1996-12-22	2005-04-18
AY006414	Drosophila silvestris alcohol dehydrogenase (Adh) gene, partial cds.	510	Drosophila silvestris	47010	2001-09-04	2005-09-26
AY006416	Drosophila differens alcohol dehydrogenase (Adh) gene, partial cds.	510	Drosophila differens	7219	2001-09-04	2005-09-26
EU532119	Drosophila willistoni alcohol dehydrogenase (Adh) gene, partial cds.	533	Drosophila willistoni	7260	2010-01-21	2010-01-21
AF059891	Drosophila robusta alcohol dehydrogenase (Adh) gene, partial cds.	290	Drosophila robusta	7257	1998-04-28	2005-04-15
GQ376031	Drosophila sulfurigaster alcohol dehydrogenase (ADH) gene, partial cds.	410	Drosophila sulfurigaster	88886	2009-08-02	2009-08-03
U90953	Drosophila hubeiensis alcohol dehydrogenase (Adh) gene, partial cds.	432	Drosophila hubeiensis	57873	1997-11-14	2006-11-14
AF264075	Drosophila fumipennis alcohol dehydrogenase (Adh) gene, partial cds.	405	Drosophila fumipennis	126477	2000-05-30	2005-04-15
AF264076	Drosophila insularis alcohol dehydrogenase (Adh) gene, partial cds.	405	Drosophila insularis	46792	2000-05-30	2005-04-15
AY006422	Drosophila melanocephala alcohol dehydrogenase (Adh) gene, partial cds.	510	Drosophila melanocephala	46804	2001-09-04	2005-09-26
DQ471627	Drosophila angor alcohol dehydrogenase (Adh) gene, partial cds.	711	Drosophila angor	381448	2006-07-20	2006-07-20
DQ471634	Drosophila latifshahi alcohol dehydrogenase (Adh) gene, partial cds.	711	Drosophila latifshahi	309938	2006-07-20	2006-07-20
DQ471656	Drosophila anceps alcohol dehydrogenase (Adh) gene, partial cds.	711	Drosophila anceps	302448	2006-07-20	2006-07-20
EU532118	Drosophila equinoxialis alcohol dehydrogenase (Adh) gene, partial cds.	573	Drosophila equinoxialis	46790	2010-01-21	2010-01-21
GQ376036	Drosophila serrata alcohol dehydrogenase (ADH) gene, partial cds.	410	Drosophila serrata	7274	2009-08-02	2009-08-03
GQ376032	Drosophila birchii alcohol dehydrogenase (ADH) gene, partial cds.	410	Drosophila birchii	46829	2009-08-02	2009-08-03
U90955	Drosophila obscura alcohol dehydrogenase (Adh) gene, partial cds.	453	Drosophila obscura	7282	1997-11-14	2006-11-14
U94208	Drosophila dasycnemia alcohol dehydrogenase (Adh) gene, partial cds.	204	Drosophila dasycnemia	58308	1998-02-23	2005-04-18
U48714	Idiomyia grimshawi alcohol dehydrogenase (Adh) gene, complete cds.	3644	Drosophila grimshawi	7222	1996-04-08	2005-04-18
AY238771	Drosophila miranda strain 0101.4 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	2042	Drosophila miranda	7229	2003-04-08	2005-04-16
AY238773	Drosophila miranda strain 0101.7 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	2042	Drosophila miranda	7229	2003-04-08	2005-04-16
KM016473	Drosophila simulans isolate KY02 alcohol dehydrogenase-related gene, intron.	480	Drosophila simulans	7240	2014-09-24	2014-09-24
KM016476	Drosophila simulans isolate KY34 alcohol dehydrogenase-related gene, intron.	478	Drosophila simulans	7240	2014-09-24	2014-09-24
U95267	Drosophila willistoni PA3 alcohol dehydrogenase (Adh) gene, complete cds.	1172	Drosophila willistoni	7260	1999-01-06	2005-04-18
AF260696	Drosophila biseriata alcohol dehydrogenase-related protein gene, partial cds.	487	Drosophila biseriata	137002	2000-09-20	2005-04-15
AY279322	Drosophila yakuba alcohol dehydrogenase related (Adhr) gene, complete cds.	1741	Drosophila yakuba	7245	2004-03-31	2006-11-14
AB261130	Drosophila quadrilineata Adh gene for alcohol dehydrogenase, partial cds.	859	Drosophila quadrilineata	387621	2007-11-03	2007-11-03
AB261141	Drosophila busckii Adh gene for alcohol dehydrogenase, partial cds.	820	Drosophila busckii	30019	2007-11-03	2007-11-03
AF260694	Drosophila funebris alcohol dehydrogenase-related protein gene, partial cds.	453	Drosophila funebris	7221	2000-09-20	2005-04-15
AF260698	Drosophila repleta alcohol dehydrogenase-related protein gene, partial cds.	451	Drosophila repleta	30043	2000-09-20	2005-04-15
AY279324	Drosophila erecta alcohol dehydrogenase related (Adhr) gene, partial cds.	976	Drosophila erecta	7220	2004-03-31	2006-11-14
AB261129	Drosophila annulipes Adh gene for alcohol dehydrogenase, partial cds.	835	Drosophila annulipes	157053	2007-11-03	2007-11-03
DQ471636	Drosophila sp. T alcohol dehydrogenase (Adh) gene, partial cds.	711	Drosophila sp. T	381473	2006-07-20	2006-07-20
KM016468	Drosophila simulans isolate KY33 alcohol dehydrogenase-related gene, intron.	476	Drosophila simulans	7240	2014-09-24	2014-09-24
U76485	Drosophila mulleri alcohol dehydrogenase (Adh-Finnegan) mRNA, partial cds.	261	Drosophila mulleri	7231	1997-03-06	2000-03-04
U76486	Drosophila mojavensis alcohol dehydrogenase (Adh-Finnegan) mRNA, partial cds.	245	Drosophila mojavensis	7230	1997-03-06	2000-03-04
U95265	Drosophila willistoni PA1 alcohol dehydrogenase (Adh) gene, complete cds.	1172	Drosophila willistoni	7260	1999-01-06	2005-04-18
AB154554	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh13.	686	Drosophila kikkawai	30033	2004-04-01	2005-04-14
AF201448	Drosophila simulans isolate MD221 alcohol dehydrogenase (Adhr) gene, intron 1.	479	Drosophila simulans	7240	2000-07-03	2006-11-14
DQ471643	Drosophila virilis strain 174 alcohol dehydrogenase (Adh) gene, partial cds.	711	Drosophila virilis	7244	2006-07-20	2006-07-20
KX976506	Drosophila yakuba isolate Yakuba_COST_1235_2 alcohol dehydrogenase (Adh) mRNA, complete cds.	771	Drosophila yakuba	7245	2016-11-12	2016-11-12
AF201434	Drosophila simulans isolate C167 alcohol dehydrogenase (Adhr) gene, intron 1.	480	Drosophila simulans	7240	2000-07-03	2006-11-14
AF284474	Drosophila mauritiana strain 105 alcohol dehydrogenase (Adh) gene, partial cds.	702	Drosophila mauritiana	7226	2000-11-02	2006-11-14
AF284478	Drosophila mauritiana strain Lig72 alcohol dehydrogenase (Adh) gene, partial cds.	701	Drosophila mauritiana	7226	2000-11-02	2006-11-14
DQ471617	Drosophila angor strain 118 alcohol dehydrogenase (Adh) gene, partial cds.	711	Drosophila angor	381448	2006-07-20	2006-07-20
DQ471642	Drosophila barutani strain 176 alcohol dehydrogenase (Adh) gene, partial cds.	711	Drosophila barutani	381452	2006-07-20	2006-07-20
HQ110511	Drosohpila nebulosa isolate D_nebu_c3 alcohol dehydrogenase (Adh) gene, partial cds.	795	Drosophila nebulosa	7271	2011-05-06	2011-06-02
HQ110513	Drosophila neocordata isolate D_neoc_c2 alcohol dehydrogenase (Adh) gene, partial cds.	832	Drosophila neocordata	30039	2011-05-06	2011-06-02
KX976515	Drosophila yakuba isolate Yakuba_3_23 alcohol dehydrogenase (Adh) mRNA, complete cds.	771	Drosophila yakuba	7245	2016-11-12	2016-11-12
KX976519	Drosophila yakuba isolate Yakuba_4_21 alcohol dehydrogenase (Adh) mRNA, complete cds.	771	Drosophila yakuba	7245	2016-11-12	2016-11-12
M62742	D.mayaguana alcohol dehydrogenase-2 (ADH-2) gene, complete cds.	905	Drosophila mayaguana	7268	1991-07-11	2006-11-14
U95251	Drosophila willistoni 0811.0 alcohol dehydrogenase (Adh) gene, complete cds.	1174	Drosophila willistoni	7260	1999-01-06	2005-04-18
U95257	Drosophila willistoni Belize VI alcohol dehydrogenase (Adh) gene, complete cds.	1172	Drosophila willistoni	7260	1999-01-06	2005-04-18
U95275	Drosophila nebulosa 0761.0 alcohol dehydrogenase (Adh) gene, complete cds.	1251	Drosophila nebulosa	7271	1999-01-06	2005-04-18
AF201440	Drosophila simulans isolate RU35 alcohol dehydrogenase (Adhr) gene, intron 1.	479	Drosophila simulans	7240	2000-07-03	2006-11-14
